Task_ID,HostID_In_ Match_,Rows #,HostID_IN_P,Rows #,DIFFERENCE,Results
16745,7488862,4,7488862,4,0,Passed
16745,26120222,2,26120222,2,0,Passed
16745,6277666,579,6277666,579,0,Passed
16745,1710690,1,1710690,1,0,Passed
16745,23785882,1,23785882,1,0,Passed
16745,140083334,2,140083334,2,0,Passed
16745,16540517,5,16540517,5,0,Passed
16745,1258075,10,1258075,10,0,Passed
16745,29676555,8,29676555,8,0,Passed
16745,36798510,1,36798510,1,0,Passed
16745,23227800,4,23227800,4,0,Passed
16745,8734754,1,8734754,1,0,Passed
16745,946045,3,946045,3,0,Passed
16745,8734751,642,8734751,642,0,Passed
16745,16287760,1,16287760,1,0,Passed
16745,1031393,4,1031393,4,0,Passed
16745,27461997,18,27461997,18,0,Passed
16745,298307702,2,298307702,2,0,Passed
16745,1388116,1,1388116,1,0,Passed
16745,24983347,1,24983347,1,0,Passed
16745,2454,596,2454,596,0,Passed
16745,1278741,5,1278741,5,0,Passed
16745,6391539,2,6391539,2,0,Passed
16745,6344595,912,6344595,912,0,Passed
16745,109054042,1,109054042,1,0,Passed
16745,1710686,1,1710686,1,0,Passed
16745,9211968,3,9211968,3,0,Passed
16745,56741115,921,56741115,921,0,Passed
16745,15704233,4,15704233,4,0,Passed
16745,6397050,401,6397050,401,0,Passed
16745,15704235,356,15704235,356,0,Passed
16745,1214083,18,1214083,18,0,Passed
16745,8734763,12,8734763,12,0,Passed
16745,8734760,2,8734760,2,0,Passed
16745,1209733,35,1209733,35,0,Passed
16745,236533973,29,236533973,29,0,Passed
16745,25612920,1,25612920,1,0,Passed
16745,1252362,66,1252362,66,0,Passed
16745,46408194,18,46408194,18,0,Passed
16745,14951034,2,14951034,2,0,Passed
16745,15704241,9,15704241,9,0,Passed
16745,10179429,7,10179429,7,0,Passed
16745,15704248,1,15704248,1,0,Passed
16745,926238,1,926238,1,0,Passed
16745,926479,4,926479,4,0,Passed
16745,19951673,3,19951673,3,0,Passed
16745,7350680,2,7350680,2,0,Passed
16745,26358056,1,26358056,1,0,Passed
16745,1778271,1,1778271,1,0,Passed
16745,1204032,10,1204032,10,0,Passed
16745,1209721,3,1209721,3,0,Passed
16745,56756218,4,56756218,4,0,Passed
16745,16553604,14,16553604,14,0,Passed
16745,1740290,38,1740290,38,0,Passed
16745,13326457,11,13326457,11,0,Passed
16745,38560381,942,38560381,942,0,Passed
16745,99094529,1,99094529,1,0,Passed
16745,16274485,16,16274485,16,0,Passed
16745,10175076,1,10175076,1,0,Passed
16745,15889624,14,15889624,14,0,Passed
16745,53787419,1,53787419,1,0,Passed
16745,8719152,308,8719152,308,0,Passed
16745,42908115,1,42908115,1,0,Passed
16745,6674451,985,6674451,985,0,Passed
16745,1740029,7,1740029,7,0,Passed
16745,6424142,1,6424142,1,0,Passed
16745,53924772,2,53924772,2,0,Passed
16745,7507462,1,7507462,1,0,Passed
16745,29286874,1,29286874,1,0,Passed
16745,1601295,4,1601295,4,0,Passed
16745,13326425,2,13326425,2,0,Passed
16745,7339407,24,7339407,24,0,Passed
16745,15888540,12,15888540,12,0,Passed
16745,92670892,2,92670892,2,0,Passed
16745,7427074,1,7427074,1,0,Passed
16745,11545392,1,11545392,1,0,Passed
16745,1728393,2,1728393,2,0,Passed
16745,1173,1,1173,1,0,Passed
16745,236533988,5,236533988,5,0,Passed
16745,8720155,5,8720155,5,0,Passed
16745,46409031,15,46409031,15,0,Passed
16745,46408187,9,46408187,9,0,Passed
16745,25605199,1,25605199,1,0,Passed
16745,74427202,279,74427202,279,0,Passed
16745,42065902,1,42065902,1,0,Passed
16745,278236489,3,278236489,3,0,Passed
16745,1331866,2,1331866,2,0,Passed
16745,900673,92,900673,92,0,Passed
16745,900670,664,900670,664,0,Passed
16745,929773,2,929773,2,0,Passed
16745,317433510,2,317433510,2,0,Passed
16745,6391155,274,6391155,274,0,Passed
16745,53865092,21,53865092,21,0,Passed
16745,23445066,1,23445066,1,0,Passed
16745,1279886,2,1279886,2,0,Passed
16745,10422610,2,10422610,2,0,Passed
16745,79668458,1,79668458,1,0,Passed
16745,6661124,12,6661124,12,0,Passed
16745,14975,2,14975,2,0,Passed
16745,24393191,2,24393191,2,0,Passed
16745,1369672,5,1369672,5,0,Passed
16745,16284872,4,16284872,4,0,Passed
16745,900667,2,900667,2,0,Passed
16745,56746433,7,56746433,7,0,Passed
16745,10430476,1,10430476,1,0,Passed
16745,24982636,3,24982636,3,0,Passed
16745,236534172,12,236534172,12,0,Passed
16745,47445659,1,47445659,1,0,Passed
16745,236534173,1,236534173,1,0,Passed
16745,6287847,384,6287847,384,0,Passed
16745,1465010,3,1465010,3,0,Passed
16745,19970149,1,19970149,1,0,Passed
16745,11545569,2,11545569,2,0,Passed
16745,7495325,1,7495325,1,0,Passed
16745,6591829,2,6591829,2,0,Passed
16745,1185480,14,1185480,14,0,Passed
16745,388307326,1,388307326,1,0,Passed
16745,8740326,1,8740326,1,0,Passed
16745,23089633,160,23089633,160,0,Passed
16745,7509019,4,7509019,4,0,Passed
16745,8718416,65,8718416,65,0,Passed
16745,23320375,2,23320375,2,0,Passed
16745,13303512,7,13303512,7,0,Passed
16745,26282757,10,26282757,10,0,Passed
16745,6591828,2,6591828,2,0,Passed
16745,14940736,1,14940736,1,0,Passed
16745,46409012,2,46409012,2,0,Passed
16745,900659,32,900659,32,0,Passed
16745,44707075,21,44707075,21,0,Passed
16745,29402460,13,29402460,13,0,Passed
16745,933816,4,933816,4,0,Passed
16745,25250475,22,25250475,22,0,Passed
16745,40786725,63,40786725,63,0,Passed
16745,1252389,2,1252389,2,0,Passed
16745,10334337,19,10334337,19,0,Passed
16745,17976854,45,17976854,45,0,Passed
16745,26144878,2,26144878,2,0,Passed
16745,1252387,9,1252387,9,0,Passed
16745,8743622,1,8743622,1,0,Passed
16745,7494222,814,7494222,814,0,Passed
16745,46408139,6,46408139,6,0,Passed
16745,44699574,1,44699574,1,0,Passed
16745,176004163,1,176004163,1,0,Passed
16745,109053108,1,109053108,1,0,Passed
16745,1396817,1,1396817,1,0,Passed
16745,1466325,3,1466325,3,0,Passed
16745,10428395,8,10428395,8,0,Passed
16745,1281998,8,1281998,8,0,Passed
16745,93078033,7,93078033,7,0,Passed
16745,23320399,2,23320399,2,0,Passed
16745,27500822,4,27500822,4,0,Passed
16745,1637492,1,1637492,1,0,Passed
16745,10419680,1,10419680,1,0,Passed
16745,7346599,98,7346599,98,0,Passed
16745,13309035,2,13309035,2,0,Passed
16745,26159912,33,26159912,33,0,Passed
16745,25260304,1,25260304,1,0,Passed
16745,53859699,1,53859699,1,0,Passed
16745,14938699,22,14938699,22,0,Passed
16745,14938697,2,14938697,2,0,Passed
16745,7353294,2,7353294,2,0,Passed
16745,1011368,2,1011368,2,0,Passed
16745,130989261,7,130989261,7,0,Passed
16745,14908888,5,14908888,5,0,Passed
16745,10437085,922,10437085,922,0,Passed
16745,1142715,4005,1142715,4005,0,Passed
16745,7383929,48,7383929,48,0,Passed
16745,8700747,1,8700747,1,0,Passed
16745,10334595,441,10334595,441,0,Passed
16745,97219035,3,97219035,3,0,Passed
16745,53253035,2,53253035,2,0,Passed
16745,14940772,8,14940772,8,0,Passed
16745,40050553,1,40050553,1,0,Passed
16745,7356332,1,7356332,1,0,Passed
16745,7331097,5,7331097,5,0,Passed
16745,18346746,6,18346746,6,0,Passed
16745,7488832,8,7488832,8,0,Passed
16745,297860275,1,297860275,1,0,Passed
16745,8708221,6,8708221,6,0,Passed
16745,23302921,2,23302921,2,0,Passed
16745,941242,1443,941242,1443,0,Passed
16745,919554,19,919554,19,0,Passed
16745,8708218,1,8708218,1,0,Passed
16745,46791552,41,46791552,41,0,Passed
16745,1278770,1,1278770,1,0,Passed
16745,230706589,3,230706589,3,0,Passed
16745,7495353,2,7495353,2,0,Passed
16745,79613723,1,79613723,1,0,Passed
16745,939168,13,939168,13,0,Passed
16745,8708696,1,8708696,1,0,Passed
16745,921625,1,921625,1,0,Passed
16745,1324032,3,1324032,3,0,Passed
16745,9785590,8,9785590,8,0,Passed
16745,74427419,2,74427419,2,0,Passed
16745,8734717,1074,8734717,1074,0,Passed
16745,15709758,215,15709758,215,0,Passed
16745,36724483,37,36724483,37,0,Passed
16745,944745,1,944745,1,0,Passed
16745,463686,11,463686,11,0,Passed
16745,80850,4,80850,4,0,Passed
16745,1788011,8,1788011,8,0,Passed
16745,1279878,2,1279878,2,0,Passed
16745,473009,8,473009,8,0,Passed
16745,8744746,3,8744746,3,0,Passed
16745,1142722,361,1142722,361,0,Passed
16745,13302641,14,13302641,14,0,Passed
16745,14923,102,14923,102,0,Passed
16745,46408340,80,46408340,80,0,Passed
16745,922968,17,922968,17,0,Passed
16745,10424642,2,10424642,2,0,Passed
16745,1283740,1,1283740,1,0,Passed
16745,25262405,10,25262405,10,0,Passed
16745,11359312,1,11359312,1,0,Passed
16745,6393055,5,6393055,5,0,Passed
16745,236534223,4,236534223,4,0,Passed
16745,1280236,2,1280236,2,0,Passed
16745,25606972,4,25606972,4,0,Passed
16745,78616774,2,78616774,2,0,Passed
16745,25258017,1,25258017,1,0,Passed
16745,7333401,2,7333401,2,0,Passed
16745,7420057,7,7420057,7,0,Passed
16745,180946595,2,180946595,2,0,Passed
16745,14944140,5,14944140,5,0,Passed
16745,13309108,1,13309108,1,0,Passed
16745,13,558,13,558,0,Passed
16745,167561122,61,167561122,61,0,Passed
16745,14,44,14,44,0,Passed
16745,15,2,15,2,0,Passed
16745,465847,1,465847,1,0,Passed
16745,6422809,15,6422809,15,0,Passed
16745,298307246,4,298307246,4,0,Passed
16745,1202987,4,1202987,4,0,Passed
16745,14938935,1,14938935,1,0,Passed
16745,463671,9,463671,9,0,Passed
16745,1143313,6,1143313,6,0,Passed
16745,9197918,1095,9197918,1095,0,Passed
16745,10334707,25,10334707,25,0,Passed
16745,20,11,20,11,0,Passed
16745,25260241,1,25260241,1,0,Passed
16745,15708337,2,15708337,2,0,Passed
16745,14947421,832,14947421,832,0,Passed
16745,1132445,6,1132445,6,0,Passed
16745,25,6,25,6,0,Passed
16745,1279022,2719,1279022,2719,0,Passed
16745,169213254,1,169213254,1,0,Passed
16745,236534241,3,236534241,3,0,Passed
16745,1072176,10,1072176,10,0,Passed
16745,74949254,4,74949254,4,0,Passed
16745,46404051,3305,46404051,3305,0,Passed
16745,1657497,576,1657497,576,0,Passed
16745,40223712,1,40223712,1,0,Passed
16745,11407980,96,11407980,96,0,Passed
16745,43039770,2,43039770,2,0,Passed
16745,25957365,1,25957365,1,0,Passed
16745,19697873,1,19697873,1,0,Passed
16745,1168606,17,1168606,17,0,Passed
16745,9787330,4,9787330,4,0,Passed
16745,133855097,27,133855097,27,0,Passed
16745,1211462,1,1211462,1,0,Passed
16745,35,4,35,4,0,Passed
16745,314214333,1,314214333,1,0,Passed
16745,1725368,23,1725368,23,0,Passed
16745,25261343,2168,25261343,2168,0,Passed
16745,25168203,1,25168203,1,0,Passed
16745,1382375,1,1382375,1,0,Passed
16745,13303817,35,13303817,35,0,Passed
16745,46404063,27,46404063,27,0,Passed
16745,20167218,15,20167218,15,0,Passed
16745,298303907,2,298303907,2,0,Passed
16745,6384574,24,6384574,24,0,Passed
16745,27505299,2,27505299,2,0,Passed
16745,1397436,3,1397436,3,0,Passed
16745,48,9,48,9,0,Passed
16745,10424840,6,10424840,6,0,Passed
16745,1004665,2749,1004665,2749,0,Passed
16745,8725139,96,8725139,96,0,Passed
16745,26263103,1,26263103,1,0,Passed
16745,298308545,1,298308545,1,0,Passed
16745,1142672,1949,1142672,1949,0,Passed
16745,236534026,2,236534026,2,0,Passed
16745,1142671,839,1142671,839,0,Passed
16745,1142670,129,1142670,129,0,Passed
16745,236534023,21,236534023,21,0,Passed
16745,10410681,5,10410681,5,0,Passed
16745,6612796,3,6612796,3,0,Passed
16745,26142752,2,26142752,2,0,Passed
16745,16756297,1,16756297,1,0,Passed
16745,1142675,103,1142675,103,0,Passed
16745,8742956,1,8742956,1,0,Passed
16745,11400294,1,11400294,1,0,Passed
16745,25232068,2,25232068,2,0,Passed
16745,2907,380,2907,380,0,Passed
16745,18346479,2,18346479,2,0,Passed
16745,56375737,463,56375737,463,0,Passed
16745,15002633,8,15002633,8,0,Passed
16745,1397445,3,1397445,3,0,Passed
16745,1024289,26,1024289,26,0,Passed
16745,74424523,7,74424523,7,0,Passed
16745,9203014,1,9203014,1,0,Passed
16745,1263923,6,1263923,6,0,Passed
16745,314214512,1,314214512,1,0,Passed
16745,7343235,8,7343235,8,0,Passed
16745,51269563,1,51269563,1,0,Passed
16745,66164815,5,66164815,5,0,Passed
16745,1142669,966,1142669,966,0,Passed
16745,1142668,949,1142668,949,0,Passed
16745,1712487,3,1712487,3,0,Passed
16745,1364984,22,1364984,22,0,Passed
16745,6344098,4,6344098,4,0,Passed
16745,38605319,1,38605319,1,0,Passed
16745,46404043,27,46404043,27,0,Passed
16745,1003119,35,1003119,35,0,Passed
16745,112489953,1,112489953,1,0,Passed
16745,16283774,2,16283774,2,0,Passed
16745,1371063,1,1371063,1,0,Passed
16745,314214521,1,314214521,1,0,Passed
16745,236534047,1,236534047,1,0,Passed
16745,36709002,1,36709002,1,0,Passed
16745,17948510,5,17948510,5,0,Passed
16745,38560856,2,38560856,2,0,Passed
16745,16283778,6,16283778,6,0,Passed
16745,1773038,1,1773038,1,0,Passed
16745,1142699,6,1142699,6,0,Passed
16745,919152,1,919152,1,0,Passed
16745,1168808,1,1168808,1,0,Passed
16745,1387857,3,1387857,3,0,Passed
16745,926916,1860,926916,1860,0,Passed
16745,1397422,683,1397422,683,0,Passed
16745,7358929,1,7358929,1,0,Passed
16745,38604498,28,38604498,28,0,Passed
16745,16498636,2,16498636,2,0,Passed
16745,10175769,30,10175769,30,0,Passed
16745,1524856,14,1524856,14,0,Passed
16745,1277053,12,1277053,12,0,Passed
16745,13309561,6,13309561,6,0,Passed
16745,1133988,4,1133988,4,0,Passed
16745,25262477,25,25262477,25,0,Passed
16745,298308556,3,298308556,3,0,Passed
16745,53578537,1,53578537,1,0,Passed
16745,112687299,2,112687299,2,0,Passed
16745,1637458,1,1637458,1,0,Passed
16745,7502321,26,7502321,26,0,Passed
16745,45256847,1,45256847,1,0,Passed
16745,1142445,22,1142445,22,0,Passed
16745,1142444,7,1142444,7,0,Passed
16745,1277058,99,1277058,99,0,Passed
16745,472794,29,472794,29,0,Passed
16745,16283769,25,16283769,25,0,Passed
16745,2938,1,2938,1,0,Passed
16745,1739964,7,1739964,7,0,Passed
16745,7358935,631,7358935,631,0,Passed
16745,1071466,2,1071466,2,0,Passed
16745,1279081,16,1279081,16,0,Passed
16745,13307337,14,13307337,14,0,Passed
16745,1728482,1,1728482,1,0,Passed
16745,38571930,2,38571930,2,0,Passed
16745,19967430,2078,19967430,2078,0,Passed
16745,28020780,351,28020780,351,0,Passed
16745,19967423,2098,19967423,2098,0,Passed
16745,999093,1,999093,1,0,Passed
16745,23885655,582,23885655,582,0,Passed
16745,27104260,10,27104260,10,0,Passed
16745,16290882,2,16290882,2,0,Passed
16745,26148899,1,26148899,1,0,Passed
16745,143977071,2,143977071,2,0,Passed
16745,25230089,1,25230089,1,0,Passed
16745,920178,1,920178,1,0,Passed
16745,131490989,3,131490989,3,0,Passed
16745,23874537,2,23874537,2,0,Passed
16745,1071478,2,1071478,2,0,Passed
16745,7234396,1,7234396,1,0,Passed
16745,29676816,1,29676816,1,0,Passed
16745,8735302,2,8735302,2,0,Passed
16745,24852951,2,24852951,2,0,Passed
16745,1531512,51,1531512,51,0,Passed
16745,1729590,1,1729590,1,0,Passed
16745,1371072,1,1371072,1,0,Passed
16745,9865325,1,9865325,1,0,Passed
16745,9208061,2,9208061,2,0,Passed
16745,6609564,6,6609564,6,0,Passed
16745,925636,1,925636,1,0,Passed
16745,13307358,2,13307358,2,0,Passed
16745,1397458,3,1397458,3,0,Passed
16745,15360,2,15360,2,0,Passed
16745,925632,4,925632,4,0,Passed
16745,15366,6,15366,6,0,Passed
16745,26021438,1,26021438,1,0,Passed
16745,1397451,3,1397451,3,0,Passed
16745,20151263,4,20151263,4,0,Passed
16745,1397453,2,1397453,2,0,Passed
16745,25170369,1,25170369,1,0,Passed
16745,51916001,1,51916001,1,0,Passed
16745,1204544,8,1204544,8,0,Passed
16745,1061202,1,1061202,1,0,Passed
16745,7488466,49,7488466,49,0,Passed
16745,1061204,3,1061204,3,0,Passed
16745,16548747,2,16548747,2,0,Passed
16745,15367,97,15367,97,0,Passed
16745,13309527,2,13309527,2,0,Passed
16745,78707377,1,78707377,1,0,Passed
16745,14927601,2,14927601,2,0,Passed
16745,1180575,4,1180575,4,0,Passed
16745,9786092,26,9786092,26,0,Passed
16745,1180573,27,1180573,27,0,Passed
16745,41057642,3926,41057642,3926,0,Passed
16745,1708649,2,1708649,2,0,Passed
16745,8707954,4,8707954,4,0,Passed
16745,7503050,19,7503050,19,0,Passed
16745,946320,3,946320,3,0,Passed
16745,1778093,6,1778093,6,0,Passed
16745,30639305,2,30639305,2,0,Passed
16745,8678794,1,8678794,1,0,Passed
16745,23227094,2,23227094,2,0,Passed
16745,8678791,1,8678791,1,0,Passed
16745,1655466,15,1655466,15,0,Passed
16745,42972447,1,42972447,1,0,Passed
16745,1028265,48,1028265,48,0,Passed
16745,297860650,1,297860650,1,0,Passed
16745,30418158,176,30418158,176,0,Passed
16745,845778,48,845778,48,0,Passed
16745,48797829,13,48797829,13,0,Passed
16745,16288129,2,16288129,2,0,Passed
16745,41599146,1,41599146,1,0,Passed
16745,40769815,3,40769815,3,0,Passed
16745,8735337,1,8735337,1,0,Passed
16745,11541712,1,11541712,1,0,Passed
16745,946350,1127,946350,1127,0,Passed
16745,7506993,2,7506993,2,0,Passed
16745,29681590,2,29681590,2,0,Passed
16745,2745,357,2745,357,0,Passed
16745,13307767,36,13307767,36,0,Passed
16745,1269075,136,1269075,136,0,Passed
16745,29253534,2,29253534,2,0,Passed
16745,927849,4,927849,4,0,Passed
16745,7235683,989,7235683,989,0,Passed
16745,8685266,5,8685266,5,0,Passed
16745,298308130,1,298308130,1,0,Passed
16745,2760,949,2760,949,0,Passed
16745,8687687,33,8687687,33,0,Passed
16745,2755,1,2755,1,0,Passed
16745,2754,936,2754,936,0,Passed
16745,298302833,1,298302833,1,0,Passed
16745,7487187,7,7487187,7,0,Passed
16745,10434484,2,10434484,2,0,Passed
16745,2759,592,2759,592,0,Passed
16745,2516,9,2516,9,0,Passed
16745,27449384,1,27449384,1,0,Passed
16745,8705741,1,8705741,1,0,Passed
16745,926523,6,926523,6,0,Passed
16745,1295785,20,1295785,20,0,Passed
16745,1748035,1,1748035,1,0,Passed
16745,1319367,26,1319367,26,0,Passed
16745,24852960,5,24852960,5,0,Passed
16745,26120703,907,26120703,907,0,Passed
16745,934399,7,934399,7,0,Passed
16745,16548788,2,16548788,2,0,Passed
16745,8710066,67,8710066,67,0,Passed
16745,8739724,1,8739724,1,0,Passed
16745,8693908,6,8693908,6,0,Passed
16745,8704651,4,8704651,4,0,Passed
16745,1275707,14,1275707,14,0,Passed
16745,20069235,2,20069235,2,0,Passed
16745,1259240,7,1259240,7,0,Passed
16745,8724475,1,8724475,1,0,Passed
16745,75396616,2,75396616,2,0,Passed
16745,45601227,1,45601227,1,0,Passed
16745,72128005,1,72128005,1,0,Passed
16745,38574393,6,38574393,6,0,Passed
16745,314214133,1,314214133,1,0,Passed
16745,14909140,2,14909140,2,0,Passed
16745,24245768,1,24245768,1,0,Passed
16745,26022571,1,26022571,1,0,Passed
16745,10330321,1,10330321,1,0,Passed
16745,939832,832,939832,832,0,Passed
16745,15335,6,15335,6,0,Passed
16745,2539,15,2539,15,0,Passed
